State,Value,Category,Year,Dataset,State_Total,Crime_Share,Dataset_Total,Contribution_%,Prev_Value,Growth_Rate,Crime_Rank_State,State_Rank,Intensity,Log_Value,Frequency,Metric
Assam,19,Kidnapping for Ransom,2023,IPC,105206,0.000180598,4402152,0.000431607,7,171.4285714,122.5,2864.5,Low,2.995732274,Rare,I
Bihar,52,Kidnapping for Ransom,2023,IPC,374960,0.000138681,4402152,0.00118124,47,10.63829787,88.5,2132.5,Low,3.970291914,Rare,I
Chhattisgarh,5,Kidnapping for Ransom,2023,IPC,111934,4.47E-05,4402152,0.000113581,2,150,134,3919,Low,1.791759469,Rare,I
Goa,0,Kidnapping for Ransom,2023,IPC,2947,0,4402152,0,0,0,184,7340.5,Low,0,Rare,I
Gujarat,23,Kidnapping for Ransom,2023,IPC,194074,0.000118511,4402152,0.000522472,1,2200,107.5,2736,Low,3.17805383,Rare,I
Haryana,19,Kidnapping for Ransom,2023,IPC,161574,0.000117593,4402152,0.000431607,8,137.5,123,2864.5,Low,2.995732274,Rare,I
Himachal Pradesh,0,Kidnapping for Ransom,2023,IPC,20109,0,4402152,0,6,-100,203,7340.5,Low,0,Rare,I
Jharkhand,38,Kidnapping for Ransom,2023,IPC,73189,0.000519204,4402152,0.000863214,20,90,90,2358,Low,3.663561646,Rare,I
Karnataka,64,Kidnapping for Ransom,2023,IPC,215349,0.000297192,4402152,0.001453834,4,1500,97,1997,Low,4.17438727,Rare,I
Kerala,12,Kidnapping for Ransom,2023,IPC,289589,4.14E-05,4402152,0.000272594,1,1100,137,3234.5,Low,2.564949357,Rare,I
Madhya Pradesh,19,Kidnapping for Ransom,2023,IPC,464214,4.09E-05,4402152,0.000431607,9,111.1111111,140,2864.5,Low,2.995732274,Rare,I
Maharashtra,73,Kidnapping for Ransom,2023,IPC,530081,0.000137715,4402152,0.00165828,18,305.5555556,116.5,1906,Low,4.304065093,Rare,I
Manipur,9,Kidnapping for Ransom,2023,IPC,20062,0.000448609,4402152,0.000204445,3,200,55.5,3445,Low,2.302585093,Rare,I
Meghalaya,10,Kidnapping for Ransom,2023,IPC,4336,0.002306273,4402152,0.000227162,0,inf,62.5,3368,Low,2.397895273,Rare,I
Mizoram,0,Kidnapping for Ransom,2023,IPC,3627,0,4402152,0,0,0,171,7340.5,Low,0,Rare,I
Nagaland,17,Kidnapping for Ransom,2023,IPC,1224,0.013888889,4402152,0.000386175,0,inf,16,2964,Low,2.890371758,Rare,I
Odisha,19,Kidnapping for Ransom,2023,IPC,236342,8.04E-05,4402152,0.000431607,1,1800,99.5,2864.5,Low,2.995732274,Rare,I
Punjab,2,Kidnapping for Ransom,2023,IPC,60378,3.31E-05,4402152,4.54E-05,9,-77.77777778,152,4593,Low,1.098612289,Rare,I
Rajasthan,54,Kidnapping for Ransom,2023,IPC,320707,0.000168378,4402152,0.001226673,1,5300,96.5,2106,Low,4.007333185,Rare,I
Sikkim,1,Kidnapping for Ransom,2023,IPC,916,0.001091703,4402152,2.27E-05,0,inf,67.5,5097.5,Low,0.693147181,Rare,I
Tamil Nadu,40,Kidnapping for Ransom,2023,IPC,264838,0.000151036,4402152,0.000908646,5,700,109,2318.5,Low,3.713572067,Rare,I
Telangana,6,Kidnapping for Ransom,2023,IPC,250709,2.39E-05,4402152,0.000136297,1,500,155,3762,Low,1.945910149,Rare,I
Tripura,1,Kidnapping for Ransom,2023,IPC,6246,0.000160102,4402152,2.27E-05,2,-50,104.5,5097.5,Low,0.693147181,Rare,I
Uttar Pradesh,16,Kidnapping for Ransom,2023,IPC,622440,2.57E-05,4402152,0.000363459,185,-91.35135135,153.5,3016.5,Low,2.833213344,Rare,I
Uttarakhand,2,Kidnapping for Ransom,2023,IPC,26558,7.53E-05,4402152,4.54E-05,1,100,133.5,4593,Low,1.098612289,Rare,I
West Bengal,81,Kidnapping for Ransom,2023,IPC,230714,0.000351084,4402152,0.001840009,10,710,76,1840,Low,4.406719247,Rare,I
A&N Islands,0,Kidnapping for Ransom,2023,IPC,994,0,4402152,0,0,0,172,7340.5,Low,0,Rare,I
Chandigarh,0,Kidnapping for Ransom,2023,IPC,4181,0,4402152,0,1,-100,184.5,7340.5,Low,0,Rare,I
D&N Haveli and Daman & Diu,0,Kidnapping for Ransom,2023,IPC,1257,0,4402152,0,0,0,166.5,7340.5,Low,0,Rare,I
Delhi,13,Kidnapping for Ransom,2023,IPC,362886,3.58E-05,4402152,0.00029531,0,inf,108.5,3181,Low,2.63905733,Rare,I
Jammu & Kashmir,2,Kidnapping for Ransom,2023,IPC,34245,5.84E-05,4402152,4.54E-05,7,-71.42857143,120,4593,Low,1.098612289,Rare,I
Ladakh,0,Kidnapping for Ransom,2023,IPC,551,0,4402152,0,0,0,151.5,7340.5,Low,0,Rare,I
Lakshadweep,0,Kidnapping for Ransom,2023,IPC,145,0,4402152,0,0,0,147.5,7340.5,Low,0,Rare,I
Puducherry,0,Kidnapping for Ransom,2023,IPC,4496,0,4402152,0,0,0,167.5,7340.5,Low,0,Rare,I
Andhra Pradesh,132,Kidnapping Women for Marriage,2023,IPC,202496,0.000651865,4402152,0.002998533,13,915.3846154,77,1601.5,Low,4.890349128,Rare,I
Arunachal Pradesh,3,Kidnapping Women for Marriage,2023,IPC,3521,0.000852031,4402152,6.81E-05,5,-40,74.5,4307,Low,1.386294361,Rare,I
Assam,1371,Kidnapping Women for Marriage,2023,IPC,105206,0.013031576,4402152,0.031143859,19,7115.789474,17,559,Low,7.224024808,Rare,I
Bihar,9467,Kidnapping Women for Marriage,2023,IPC,374960,0.025248026,4402152,0.21505391,52,18105.76923,7,113,Low,9.155672971,Rare,I
Chhattisgarh,77,Kidnapping Women for Marriage,2023,IPC,111934,0.000687905,4402152,0.001749145,5,1440,64,1867.5,Low,4.356708827,Rare,I
Goa,0,Kidnapping Women for Marriage,2023,IPC,2947,0,4402152,0,0,0,184,7340.5,Low,0,Rare,I
Gujarat,567,Kidnapping Women for Marriage,2023,IPC,194074,0.002921566,4402152,0.012880064,23,2365.217391,35,908,Low,6.342121419,Rare,I
Haryana,968,Kidnapping Women for Marriage,2023,IPC,161574,0.005991063,4402152,0.021989245,19,4994.736842,32,692,Low,6.876264612,Rare,I
Himachal Pradesh,144,Kidnapping Women for Marriage,2023,IPC,20109,0.007160973,4402152,0.003271127,0,inf,33,1555.5,Low,4.976733742,Rare,I
Jharkhand,775,Kidnapping Women for Marriage,2023,IPC,73189,0.010589023,4402152,0.017605026,38,1939.473684,21,775.5,Low,6.65415252,Rare,I
Karnataka,29,Kidnapping Women for Marriage,2023,IPC,215349,0.000134665,4402152,0.000658769,64,-54.6875,113.5,2554.5,Low,3.401197382,Rare,I
Kerala,39,Kidnapping Women for Marriage,2023,IPC,289589,0.000134674,4402152,0.00088593,12,225,104.5,2339.5,Low,3.688879454,Rare,I
Madhya Pradesh,1673,Kidnapping Women for Marriage,2023,IPC,464214,0.003603941,4402152,0.03800414,19,8705.263158,38,499,Low,7.422971251,Rare,I
Maharashtra,138,Kidnapping Women for Marriage,2023,IPC,530081,0.000260338,4402152,0.00313483,73,89.04109589,104,1578,Low,4.934473933,Rare,I
Manipur,12,Kidnapping Women for Marriage,2023,IPC,20062,0.000598146,4402152,0.000272594,9,33.33333333,50.5,3234.5,Low,2.564949357,Rare,I
Meghalaya,6,Kidnapping Women for Marriage,2023,IPC,4336,0.001383764,4402152,0.000136297,10,-40,68.5,3762,Low,1.945910149,Rare,I
Mizoram,0,Kidnapping Women for Marriage,2023,IPC,3627,0,4402152,0,0,0,171,7340.5,Low,0,Rare,I
Nagaland,0,Kidnapping Women for Marriage,2023,IPC,1224,0,4402152,0,17,-100,172,7340.5,Low,0,Rare,I
Odisha,64,Kidnapping Women for Marriage,2023,IPC,236342,0.000270794,4402152,0.001453834,19,236.8421053,75.5,1997,Low,4.17438727,Rare,I
Punjab,1383,Kidnapping Women for Marriage,2023,IPC,60378,0.022905694,4402152,0.031416453,2,69050,15,557,Low,7.232733136,Rare,I
Rajasthan,1546,Kidnapping Women for Marriage,2023,IPC,320707,0.004820599,4402152,0.035119187,54,2762.962963,32,518,Low,7.344072851,Rare,I
Sikkim,1,Kidnapping Women for Marriage,2023,IPC,916,0.001091703,4402152,2.27E-05,1,0,67.5,5097.5,Low,0.693147181,Rare,I
Tamil Nadu,193,Kidnapping Women for Marriage,2023,IPC,264838,0.000728747,4402152,0.004384219,40,382.5,67,1416,Low,5.267858159,Rare,I
Telangana,220,Kidnapping Women for Marriage,2023,IPC,250709,0.000877511,4402152,0.004997556,6,3566.666667,80,1348,Low,5.398162702,Rare,I
Tripura,29,Kidnapping Women for Marriage,2023,IPC,6246,0.004642972,4402152,0.000658769,1,2800,40,2554.5,Low,3.401197382,Rare,I
Uttar Pradesh,10627,Kidnapping Women for Marriage,2023,IPC,622440,0.017073132,4402152,0.241404658,16,66318.75,11,98,Low,9.271247307,Rare,I
Uttarakhand,82,Kidnapping Women for Marriage,2023,IPC,26558,0.003087582,4402152,0.001862725,2,4000,45,1832,Low,4.418840608,Rare,I
West Bengal,515,Kidnapping Women for Marriage,2023,IPC,230714,0.002232201,4402152,0.011698824,81,535.8024691,46,956.5,Low,6.246106765,Rare,I
A&N Islands,0,Kidnapping Women for Marriage,2023,IPC,994,0,4402152,0,0,0,172,7340.5,Low,0,Rare,I
Chandigarh,9,Kidnapping Women for Marriage,2023,IPC,4181,0.002152595,4402152,0.000204445,0,inf,48,3445,Low,2.302585093,Rare,I
D&N Haveli and Daman & Diu,0,Kidnapping Women for Marriage,2023,IPC,1257,0,4402152,0,0,0,166.5,7340.5,Low,0,Rare,I
Delhi,0,Kidnapping Women for Marriage,2023,IPC,362886,0,4402152,0,13,-100,215.5,7340.5,Low,0,Rare,I
Jammu & Kashmir,426,Kidnapping Women for Marriage,2023,IPC,34245,0.012439772,4402152,0.009677085,2,21200,22,1053,Low,6.056784013,Rare,I
Ladakh,0,Kidnapping Women for Marriage,2023,IPC,551,0,4402152,0,0,0,151.5,7340.5,Low,0,Rare,I
Lakshadweep,0,Kidnapping Women for Marriage,2023,IPC,145,0,4402152,0,0,0,147.5,7340.5,Low,0,Rare,I
Puducherry,0,Kidnapping Women for Marriage,2023,IPC,4496,0,4402152,0,0,0,167.5,7340.5,Low,0,Rare,I
Andhra Pradesh,26,Procuration of Minor Girls,2023,IPC,202496,0.000128398,4402152,0.00059062,132,-80.3030303,128,2639.5,Low,3.295836866,Rare,I
Arunachal Pradesh,1,Procuration of Minor Girls,2023,IPC,3521,0.00028401,4402152,2.27E-05,3,-66.66666667,103,5097.5,Low,0.693147181,Rare,I
Assam,454,Procuration of Minor Girls,2023,IPC,105206,0.004315343,4402152,0.010313138,1371,-66.88548505,53,1025,Low,6.120297419,Rare,I
Bihar,0,Procuration of Minor Girls,2023,IPC,374960,0,4402152,0,9467,-100,215.5,7340.5,Low,0,Rare,I
Chhattisgarh,1,Procuration of Minor Girls,2023,IPC,111934,8.93E-06,4402152,2.27E-05,77,-98.7012987,176,5097.5,Low,0.693147181,Rare,I
Goa,0,Procuration of Minor Girls,2023,IPC,2947,0,4402152,0,0,0,184,7340.5,Low,0,Rare,I
Gujarat,1,Procuration of Minor Girls,2023,IPC,194074,5.15E-06,4402152,2.27E-05,567,-99.82363316,194,5097.5,Low,0.693147181,Rare,I
Haryana,788,Procuration of Minor Girls,2023,IPC,161574,0.004877022,4402152,0.017900336,968,-18.59504132,36,771.5,Low,6.670766321,Rare,I
Himachal Pradesh,3,Procuration of Minor Girls,2023,IPC,20109,0.000149187,4402152,6.81E-05,144,-97.91666667,115.5,4307,Low,1.386294361,Rare,I
Jharkhand,319,Procuration of Minor Girls,2023,IPC,73189,0.004358578,4402152,0.007246456,775,-58.83870968,41,1168.5,Low,5.768320996,Rare,I
Karnataka,5,Procuration of Minor Girls,2023,IPC,215349,2.32E-05,4402152,0.000113581,29,-82.75862069,164,3919,Low,1.791759469,Rare,I
Kerala,2,Procuration of Minor Girls,2023,IPC,289589,6.91E-06,4402152,4.54E-05,39,-94.87179487,182,4593,Low,1.098612289,Rare,I
Madhya Pradesh,33,Procuration of Minor Girls,2023,IPC,464214,7.11E-05,4402152,0.000749633,1673,-98.02749552,120,2461,Low,3.526360525,Rare,I
Maharashtra,30,Procuration of Minor Girls,2023,IPC,530081,5.66E-05,4402152,0.000681485,138,-78.26086957,143.5,2529.5,Low,3.433987204,Rare,I
Manipur,9,Procuration of Minor Girls,2023,IPC,20062,0.000448609,4402152,0.000204445,12,-25,55.5,3445,Low,2.302585093,Rare,I
Meghalaya,4,Procuration of Minor Girls,2023,IPC,4336,0.000922509,4402152,9.09E-05,6,-33.33333333,84,4107.5,Low,1.609437912,Rare,I
Mizoram,0,Procuration of Minor Girls,2023,IPC,3627,0,4402152,0,0,0,171,7340.5,Low,0,Rare,I
Nagaland,0,Procuration of Minor Girls,2023,IPC,1224,0,4402152,0,0,0,172,7340.5,Low,0,Rare,I
Odisha,8,Procuration of Minor Girls,2023,IPC,236342,3.38E-05,4402152,0.000181729,64,-87.5,116,3541.5,Low,2.197224577,Rare,I
Punjab,0,Procuration of Minor Girls,2023,IPC,60378,0,4402152,0,1383,-100,219,7340.5,Low,0,Rare,I
Rajasthan,10,Procuration of Minor Girls,2023,IPC,320707,3.12E-05,4402152,0.000227162,1546,-99.35316947,137,3368,Low,2.397895273,Rare,I
Sikkim,0,Procuration of Minor Girls,2023,IPC,916,0,4402152,0,1,-100,168.5,7340.5,Low,0,Rare,I
Tamil Nadu,28,Procuration of Minor Girls,2023,IPC,264838,0.000105725,4402152,0.000636053,193,-85.49222798,115,2579,Low,3.36729583,Rare,I
Telangana,76,Procuration of Minor Girls,2023,IPC,250709,0.00030314,4402152,0.001726428,220,-65.45454545,101,1875.5,Low,4.343805422,Rare,I
Tripura,44,Procuration of Minor Girls,2023,IPC,6246,0.007044508,4402152,0.000999511,29,51.72413793,30,2263,Low,3.80666249,Rare,I
Uttar Pradesh,0,Procuration of Minor Girls,2023,IPC,622440,0,4402152,0,10627,-100,236.5,7340.5,Low,0,Rare,I
Uttarakhand,0,Procuration of Minor Girls,2023,IPC,26558,0,4402152,0,82,-100,206.5,7340.5,Low,0,Rare,I
West Bengal,16,Procuration of Minor Girls,2023,IPC,230714,6.93E-05,4402152,0.000363459,515,-96.89320388,111,3016.5,Low,2.833213344,Rare,I
A&N Islands,0,Procuration of Minor Girls,2023,IPC,994,0,4402152,0,0,0,172,7340.5,Low,0,Rare,I
Chandigarh,0,Procuration of Minor Girls,2023,IPC,4181,0,4402152,0,9,-100,184.5,7340.5,Low,0,Rare,I
D&N Haveli and Daman & Diu,0,Procuration of Minor Girls,2023,IPC,1257,0,4402152,0,0,0,166.5,7340.5,Low,0,Rare,I
Delhi,0,Procuration of Minor Girls,2023,IPC,362886,0,4402152,0,0,0,215.5,7340.5,Low,0,Rare,I
Jammu & Kashmir,0,Procuration of Minor Girls,2023,IPC,34245,0,4402152,0,426,-100,202,7340.5,Low,0,Rare,I
Ladakh,0,Procuration of Minor Girls,2023,IPC,551,0,4402152,0,0,0,151.5,7340.5,Low,0,Rare,I
Lakshadweep,0,Procuration of Minor Girls,2023,IPC,145,0,4402152,0,0,0,147.5,7340.5,Low,0,Rare,I
Puducherry,0,Procuration of Minor Girls,2023,IPC,4496,0,4402152,0,0,0,167.5,7340.5,Low,0,Rare,I
Andhra Pradesh,0,Importation of Girls from Abroad,2023,IPC,202496,0,4402152,0,26,-100,231.5,7340.5,Low,0,Rare,I
Arunachal Pradesh,0,Importation of Girls from Abroad,2023,IPC,3521,0,4402152,0,1,-100,187,7340.5,Low,0,Rare,I
Assam,0,Importation of Girls from Abroad,2023,IPC,105206,0,4402152,0,454,-100,222,7340.5,Low,0,Rare,I
Bihar,0,Importation of Girls from Abroad,2023,IPC,374960,0,4402152,0,0,0,215.5,7340.5,Low,0,Rare,I
Chhattisgarh,0,Importation of Girls from Abroad,2023,IPC,111934,0,4402152,0,1,-100,222.5,7340.5,Low,0,Rare,I
Goa,0,Importation of Girls from Abroad,2023,IPC,2947,0,4402152,0,0,0,184,7340.5,Low,0,Rare,I
Gujarat,0,Importation of Girls from Abroad,2023,IPC,194074,0,4402152,0,1,-100,230,7340.5,Low,0,Rare,I
Haryana,0,Importation of Girls from Abroad,2023,IPC,161574,0,4402152,0,788,-100,229,7340.5,Low,0,Rare,I
Himachal Pradesh,0,Importation of Girls from Abroad,2023,IPC,20109,0,4402152,0,3,-100,203,7340.5,Low,0,Rare,I
Jharkhand,0,Importation of Girls from Abroad,2023,IPC,73189,0,4402152,0,319,-100,222,7340.5,Low,0,Rare,I
Karnataka,0,Importation of Girls from Abroad,2023,IPC,215349,0,4402152,0,5,-100,228.5,7340.5,Low,0,Rare,I
Kerala,0,Importation of Girls from Abroad,2023,IPC,289589,0,4402152,0,2,-100,230,7340.5,Low,0,Rare,I
Madhya Pradesh,0,Importation of Girls from Abroad,2023,IPC,464214,0,4402152,0,33,-100,237.5,7340.5,Low,0,Rare,I
Maharashtra,1,Importation of Girls from Abroad,2023,IPC,530081,1.89E-06,4402152,2.27E-05,30,-96.66666667,217.5,5097.5,Low,0.693147181,Rare,I
Manipur,0,Importation of Girls from Abroad,2023,IPC,20062,0,4402152,0,9,-100,195,7340.5,Low,0,Rare,I
Meghalaya,0,Importation of Girls from Abroad,2023,IPC,4336,0,4402152,0,4,-100,198,7340.5,Low,0,Rare,I
Mizoram,0,Importation of Girls from Abroad,2023,IPC,3627,0,4402152,0,0,0,171,7340.5,Low,0,Rare,I
Nagaland,0,Importation of Girls from Abroad,2023,IPC,1224,0,4402152,0,0,0,172,7340.5,Low,0,Rare,I
Odisha,0,Importation of Girls from Abroad,2023,IPC,236342,0,4402152,0,8,-100,205.5,7340.5,Low,0,Rare,I
Punjab,0,Importation of Girls from Abroad,2023,IPC,60378,0,4402152,0,0,0,219,7340.5,Low,0,Rare,I
Rajasthan,0,Importation of Girls from Abroad,2023,IPC,320707,0,4402152,0,10,-100,230.5,7340.5,Low,0,Rare,I
Sikkim,0,Importation of Girls from Abroad,2023,IPC,916,0,4402152,0,0,0,168.5,7340.5,Low,0,Rare,I
Tamil Nadu,0,Importation of Girls from Abroad,2023,IPC,264838,0,4402152,0,28,-100,229,7340.5,Low,0,Rare,I
Telangana,0,Importation of Girls from Abroad,2023,IPC,250709,0,4402152,0,76,-100,231.5,7340.5,Low,0,Rare,I
Tripura,0,Importation of Girls from Abroad,2023,IPC,6246,0,4402152,0,44,-100,187,7340.5,Low,0,Rare,I
Uttar Pradesh,0,Importation of Girls from Abroad,2023,IPC,622440,0,4402152,0,0,0,236.5,7340.5,Low,0,Rare,I
Uttarakhand,0,Importation of Girls from Abroad,2023,IPC,26558,0,4402152,0,0,0,206.5,7340.5,Low,0,Rare,I
West Bengal,1,Importation of Girls from Abroad,2023,IPC,230714,4.33E-06,4402152,2.27E-05,16,-93.75,171,5097.5,Low,0.693147181,Rare,I
A&N Islands,0,Importation of Girls from Abroad,2023,IPC,994,0,4402152,0,0,0,172,7340.5,Low,0,Rare,I
Chandigarh,0,Importation of Girls from Abroad,2023,IPC,4181,0,4402152,0,0,0,184.5,7340.5,Low,0,Rare,I
D&N Haveli and Daman & Diu,0,Importation of Girls from Abroad,2023,IPC,1257,0,4402152,0,0,0,166.5,7340.5,Low,0,Rare,I
Delhi,0,Importation of Girls from Abroad,2023,IPC,362886,0,4402152,0,0,0,215.5,7340.5,Low,0,Rare,I
Jammu & Kashmir,0,Importation of Girls from Abroad,2023,IPC,34245,0,4402152,0,0,0,202,7340.5,Low,0,Rare,I
Ladakh,0,Importation of Girls from Abroad,2023,IPC,551,0,4402152,0,0,0,151.5,7340.5,Low,0,Rare,I
Lakshadweep,0,Importation of Girls from Abroad,2023,IPC,145,0,4402152,0,0,0,147.5,7340.5,Low,0,Rare,I
Puducherry,0,Importation of Girls from Abroad,2023,IPC,4496,0,4402152,0,0,0,167.5,7340.5,Low,0,Rare,I
Andhra Pradesh,61,Other Kidnapping & Abduction,2023,IPC,202496,0.000301241,4402152,0.001385686,0,inf,102.5,2031,Low,4.127134385,Rare,I
Arunachal Pradesh,15,Other Kidnapping & Abduction,2023,IPC,3521,0.004260153,4402152,0.000340742,0,inf,45.5,3069.5,Low,2.772588722,Rare,I
Assam,829,Other Kidnapping & Abduction,2023,IPC,105206,0.007879779,4402152,0.018831699,0,inf,33,751,Low,6.721425701,Rare,I
Bihar,2658,Other Kidnapping & Abduction,2023,IPC,374960,0.007088756,4402152,0.06037956,0,inf,18,357,Low,7.885705391,Rare,I
Chhattisgarh,67,Other Kidnapping & Abduction,2023,IPC,111934,0.000598567,4402152,0.001521983,0,inf,67,1965.5,Low,4.219507705,Rare,I
Goa,12,Other Kidnapping & Abduction,2023,IPC,2947,0.004071938,4402152,0.000272594,0,inf,51.5,3234.5,Low,2.564949357,Rare,I
Gujarat,201,Other Kidnapping & Abduction,2023,IPC,194074,0.001035687,4402152,0.004565949,0,inf,57,1388,Low,5.308267697,Rare,I
Haryana,1719,Other Kidnapping & Abduction,2023,IPC,161574,0.010639088,4402152,0.039049083,0,inf,20,490,Low,7.45007957,Rare,I
Himachal Pradesh,16,Other Kidnapping & Abduction,2023,IPC,20109,0.000795664,4402152,0.000363459,0,inf,68.5,3016.5,Low,2.833213344,Rare,I
Jharkhand,99,Other Kidnapping & Abduction,2023,IPC,73189,0.001352662,4402152,0.0022489,0,inf,68,1733,Low,4.605170186,Rare,I
Karnataka,54,Other Kidnapping & Abduction,2023,IPC,215349,0.000250756,4402152,0.001226673,0,inf,102,2106,Low,4.007333185,Rare,I
Kerala,58,Other Kidnapping & Abduction,2023,IPC,289589,0.000200284,4402152,0.001317537,0,inf,91,2050.5,Low,4.077537444,Rare,I
Madhya Pradesh,116,Other Kidnapping & Abduction,2023,IPC,464214,0.000249885,4402152,0.002635075,0,inf,86,1653.5,Low,4.762173935,Rare,I
Maharashtra,243,Other Kidnapping & Abduction,2023,IPC,530081,0.000458421,4402152,0.005520027,1,24200,88,1297,Low,5.497168225,Rare,I
Manipur,49,Other Kidnapping & Abduction,2023,IPC,20062,0.002442428,4402152,0.001113092,0,inf,28,2170.5,Low,3.912023005,Rare,I
Meghalaya,5,Other Kidnapping & Abduction,2023,IPC,4336,0.001153137,4402152,0.000113581,0,inf,75.5,3919,Low,1.791759469,Rare,I
Mizoram,0,Other Kidnapping & Abduction,2023,IPC,3627,0,4402152,0,0,0,171,7340.5,Low,0,Rare,I
Nagaland,8,Other Kidnapping & Abduction,2023,IPC,1224,0.006535948,4402152,0.000181729,0,inf,31.5,3541.5,Low,2.197224577,Rare,I
Odisha,49,Other Kidnapping & Abduction,2023,IPC,236342,0.000207327,4402152,0.001113092,0,inf,81,2170.5,Low,3.912023005,Rare,I
Punjab,133,Other Kidnapping & Abduction,2023,IPC,60378,0.002202789,4402152,0.00302125,0,inf,48.5,1597,Low,4.8978398,Rare,I
Rajasthan,2449,Other Kidnapping & Abduction,2023,IPC,320707,0.007636254,4402152,0.055631882,0,inf,27,390,Low,7.803843304,Rare,I
Sikkim,1,Other Kidnapping & Abduction,2023,IPC,916,0.001091703,4402152,2.27E-05,0,inf,67.5,5097.5,Low,0.693147181,Rare,I
Tamil Nadu,84,Other Kidnapping & Abduction,2023,IPC,264838,0.000317175,4402152,0.001908158,0,inf,86,1822.5,Low,4.442651256,Rare,I
Telangana,98,Other Kidnapping & Abduction,2023,IPC,250709,0.000390891,4402152,0.002226184,0,inf,97,1739,Low,4.59511985,Rare,I
Tripura,5,Other Kidnapping & Abduction,2023,IPC,6246,0.000800512,4402152,0.000113581,0,inf,70.5,3919,Low,1.791759469,Rare,I
Uttar Pradesh,73,Other Kidnapping & Abduction,2023,IPC,622440,0.00011728,4402152,0.00165828,0,inf,119.5,1906,Low,4.304065093,Rare,I
Uttarakhand,612,Other Kidnapping & Abduction,2023,IPC,26558,0.023043904,4402152,0.013902291,0,inf,12,875,Low,6.418364936,Rare,I
West Bengal,2613,Other Kidnapping & Abduction,2023,IPC,230714,0.011325711,4402152,0.059357333,1,261200,18,365,Low,7.868636894,Rare,I
A&N Islands,0,Other Kidnapping & Abduction,2023,IPC,994,0,4402152,0,0,0,172,7340.5,Low,0,Rare,I
Chandigarh,6,Other Kidnapping & Abduction,2023,IPC,4181,0.001435063,4402152,0.000136297,0,inf,59,3762,Low,1.945910149,Rare,I
D&N Haveli and Daman & Diu,2,Other Kidnapping & Abduction,2023,IPC,1257,0.00159109,4402152,4.54E-05,0,inf,61,4593,Low,1.098612289,Rare,I
Delhi,219,Other Kidnapping & Abduction,2023,IPC,362886,0.000603495,4402152,0.00497484,0,inf,51,1349.5,Low,5.393627546,Rare,I
Jammu & Kashmir,137,Other Kidnapping & Abduction,2023,IPC,34245,0.004000584,4402152,0.003112114,0,inf,37,1582,Low,4.927253685,Rare,I
Ladakh,0,Other Kidnapping & Abduction,2023,IPC,551,0,4402152,0,0,0,151.5,7340.5,Low,0,Rare,I
Lakshadweep,0,Other Kidnapping & Abduction,2023,IPC,145,0,4402152,0,0,0,147.5,7340.5,Low,0,Rare,I
Puducherry,2,Other Kidnapping & Abduction,2023,IPC,4496,0.00044484,4402152,4.54E-05,0,inf,64.5,4593,Low,1.098612289,Rare,I
Andhra Pradesh,43,Human Trafficking,2023,IPC,202496,0.00021235,4402152,0.000976795,61,-29.50819672,107.5,2279,Low,3.784189634,Rare,I
Arunachal Pradesh,5,Human Trafficking,2023,IPC,3521,0.001420051,4402152,0.000113581,15,-66.66666667,63.5,3919,Low,1.791759469,Rare,I
Assam,96,Human Trafficking,2023,IPC,105206,0.000912495,4402152,0.002180752,829,-88.41978287,91,1749.5,Low,4.574710979,Rare,I
